$id,Id,Accords,AgeVignes,Appellation,AppellationLabel,BestAfter,BestBefore,AssemblageCepage,Classement,Code_ean,CommentaireBouche,CommentaireMillesime,CommentaireNez,CommentaireOeil,CommentaireProducteur,CommentaireService,CommentaireSituation,CommentaireTerroir,CommentaireVin,CommentaireVinification,CommentaireViticulture,Contenance,ContenanceUnit,CouleurVin,DateCrawl,DegreAlcool,DenominationGeo,DenominationVitivini,Dosage,ElevageDuree,Img_btl_back_cloud,Img_btl_back_source,Img_btl_front_cloud,SourceImageBottle,Img_etq_back_cloud,Img_etq_back_source,Img_etq_front_cloud,Img_etq_front_source,AnneeMillesime,NomCuvee,NomVin,NomPays,PotentielGarde,PrixVin,PrixDevise,NomProducteur,Recompenses,NomRegion,TempService,TypeVin,UrlProduit,UrlSiteSource,TypeVendange,NomVignoble,ViticultureLabel
3016,3016,Apéritif Dessert Viande blanche Viande rouge Volaille ,0,Champagne premier cru,,0,0,10% chardonnay,,0,,,,,,,,,Servir à 10 degrés,,,75,cL,Blanc,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/s/dsc_6904_rf-1512556456.jpg,,,,,,,Cuvée Grande Réserve Blanc de Blanc,France,,23,EUR,Stéphane Pougeoise,,Champagne,0,,https://www.lesgrappes.com/champagne-charles-pougeoise-cuvee-grande-reserve-blanc-de-blanc-blanc-non-millesime,https://www.lesgrappes.com/vins,,Champagne Charles POUGEOISE,
3017,3017,Fromage Gibier Viande blanche Viande rouge Volaille ,0,Vacqueyras,,0,0,Grenache 50% et Syrah 50%,,0, La bouche est complexe et élégante et une finale soyeuse,,Le nez dévoile des fruits rouges biens mûrs,,,,,,"Parfait accompagné d'un gigot d'agneau, un magret de canard fumé, un coq au vin, une escalope de foie gras aux pommes, un risotto aux cèpes, divers fromages tels que Beaufort, Cantal",,,75,cL,Rouge,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/e/c/ec2b20dfa99d1c187379f84a3f580896-1512572548.jpg,,,,,2014,,Vacqueyras Cuvée Les Générations ,France,8 ans,21.5,EUR,Stephane Meissonnier ,,Vallée du Rhône,17,,https://www.lesgrappes.com/domaine-saint-roch-vacqueyras-cuvee-les-generations-rouge-2014,https://www.lesgrappes.com/vins,,Domaine Saint Roch,
3018,3018,,0,Beaujolais,,0,0,100% Gamay,,0," Bouche structurée, petits fruits rouges, tanins soyeux Milieu de bouche épicé typique du millésime 2008 Un grand vin d’une belle texture, sur finale très élégante",," Nez réglissé, vanille, cacao, sous-bois",Belle robe rouge rubis aux reflets grenats,,,,,Parfait avec un pavé de rumsteack ainsi qu'avec des poireaux à la provençale,,,75,cL,Rouge,16/10/2018 13:36,13,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/d/o/domaine-labruyere-le-clos-du-moulin-a-vent-2008.jpg,,,,,2008,,Le Clos du Moulin-à-Vent Monopole,France,3 ans,35,EUR,Edouard Labruyère,,Beaujolais,0,,https://www.lesgrappes.com/domaine-labruyere-le-clos-du-moulin-a-vent-monopole,https://www.lesgrappes.com/vins,,Domaine Labruyère ,
3019,3019,Apéritif Poisson ,0,Coteaux varois en Provence,,0,0,"70 % Rolle, 20 % Grenache blanc et 10 % Clairette",,0, On retrouve également des notes de citron confit en fin de bouche,,,,,,,,"S’accorde parfaitement avec un tajine aux cardons, avec des asperges, avec de l’artichaut mais aussi avec des poissons du type rouget grillé",,,75,cL,Blanc,16/10/2018 13:36,14,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/c/h/chateau-la-calisse-etoiles-blanc.jpg,,,,,2016,,Cuvée Etoiles blanc,France,7 ans,27,EUR,Patricia Ortelli,,Provence,0,,https://www.lesgrappes.com/chateau-la-calisse-chateau-la-calisse-cuvee-etoiles-blanc-blanc-2016,https://www.lesgrappes.com/vins,,Château La Calisse,Non Certifié ou En Conversion
3020,3020,Apéritif Poisson Viande blanche Volaille ,0,Alsace Grand Cru,,0,0,Riesling,,0,,,,,,,,,"Expression tout en finesse. Il développe des arômes floraux : fleur de sureau, acacia, fleur d'amandier. En bouche, on perçoit des notes de menthe fraîche. Les vins sont purs, droits, à la minéralité cristalline. Au vieillissement apparaissent des notes de pierre à fusil. La salinité s'exprime tout en dentelles et confère aux vins une remarquable longueur",,,75,cL,Blanc,16/10/2018 13:36,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/f/rfr-1527169553.jpg,,,,,2015,,"Riesling Grand Cru ""Frankstein""",France,,18,EUR,Alexis Dietrich,,Alsace,12,,https://www.lesgrappes.com/famille-dietrich-riesling-grand-cru-frankstein-blanc-2015,https://www.lesgrappes.com/vins,,Famille Dietrich,Non Certifié ou En Conversion
3021,3021,Poisson Viande blanche Volaille ,0,Alsace,,0,0,Riesling,,0,,,,,,,,,"Il s'agit d'une parcelle plantée sur le coteau du Lanzenberg, une des quatre collines surplombant les villages de Dambach-la-Ville et Dieffenthal. Ce riesling très caractéristique surprend au nez : fraîcheur mentholée, touche de résine. En bouche on retrouve parfaitement cet accord, qui sublimera un saumon fumé, une choucroute royale",,,75,cL,Blanc,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/l/rl-1527169399.jpg,,,,,2014,,"Riesling ""Lanzenberg""",France,,12,EUR,Alexis Dietrich,,Alsace,12,,https://www.lesgrappes.com/famille-dietrich-riesling-lanzenberg-blanc-2014,https://www.lesgrappes.com/vins,,Famille Dietrich,Non Certifié ou En Conversion
3022,3022,Apéritif Dessert ,0,Alsace,,0,0,Gewurztraminer,,0,,,,,,,,,"Voici un vin qui fait la gloire de l'Alsace ! Riche, complexe, charpenté. Encore un vin à déguster pour lui tout seul, ou accompagnant un foie gras. Vendangé plus tardivement que les autres crus (d'où l'appellation), il est concentré en fruit sans être écrasé par le sucre",,,75,cL,,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/e/gewvt-1527169195.jpg,,,,,2015,,"Gewurztraminer ""Vendanges Tardives""",France,,30,EUR,Alexis Dietrich,,Alsace,12,,https://www.lesgrappes.com/famille-dietrich-gewurztraminer-vendanges-tardives-liquoreux-2015,https://www.lesgrappes.com/vins,,Famille Dietrich,Non Certifié ou En Conversion
3023,3023,Apéritif Dessert ,0,Champagne,,0,0,"37% Pinot Noir, 43% Meunier, 20% Chardonnay",,0, L'attaque offre une franche vivacité renforcée par une effervescence dense La finale nous laisse savourer l'élégance de cet élixir,, Le nez est une pleine expression de fruits rouges très agréables,"La robe rose, limpide aspire douceur et élégance",,,,,"A servir lors de vos apéritifs. Il accompagnera merveilleusement bien vos desserts à base de fruits rouges tels que une tarte aux framboises, un bavarois au cassis, et une bûche glacée",,,75,cL,,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/e/pet102-1501772224.jpg,,,,,,,Cuvée Rosé,France,,24.5,EUR,Daniel Pétré,,Champagne,9,Pétillant,https://www.lesgrappes.com/champagne-daniel-petre-et-fils-cuvee-rose-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Daniel Pétré et Fils,
3024,3024,Apéritif Poisson Viande blanche Volaille ,0,Pic Saint Loup AOP Coteaux du Languedoc,,0,0,"Syrah, Grenache Noir, Mourvèdre",,0,,,,Robe rose brillante,,,,,"Accompagnera apéritif, viandes blanches, pavé de thon, saumon grillé et salades printanières",,,75,cL,Rosé,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/e/petit_chaperon_rougepic_saint_loupbouteille_grave_cire-1501835789.png,,,,,2017,,Le Petit Chaperon Rouge,France,,13.5,EUR,Nicolas Vellas,,Languedoc,7,,https://www.lesgrappes.com/vignobles-vellas-le-petit-chaperon-rouge-rose-2017,https://www.lesgrappes.com/vins,,Vignobles Vellas,Traditionnel - Agriculture Traditionnelle / Conventionnelle - Sans certification
3025,3025,Fromage Gibier Viande blanche Viande rouge Volaille ,0,Bordeaux,,0,0,"Cabernet Sauvignon 50%, Merlot 48%, Cabernet Franc 2%",,0, La note fruitée se termine sur des arômes discrets de sous-bois apportés par le Cabernet Sauvignon,,,,,,,,"Idéale sur des viandes grillés au feu de bois: côtes de bœuf, côtelettes d'agneau, brochettes de poulet mais également sur les gibiers et les fromages à pâte non-cuite: roquefort, brebis et tome de Savoie",,,75,cL,Rouge,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/m/cm_final_400t_fond_blanc-1516204352.jpg,,,,,2013,,Bordeaux rouge 2013,France,2 ans,12,EUR,Michel Liessi,,Bordeaux,0,,https://www.lesgrappes.com/chateau-du-champ-du-moulin-chateau-du-champ-du-moulin-bordeaux-rouge-2013-rouge-2013,https://www.lesgrappes.com/vins,,Château du Champ du Moulin,Non Certifié ou En Conversion
3026,3026,Apéritif Fruit de mer ,0,Bordeaux,,0,0,"Sauvignon blanc 75%, Sauvignon gris 25%",,0, L'attaque en bouche est souple avec une finale persistante,,"La robe est pâle, le nez s'exprime sur les fleurs et les fruits exotiques","La robe est pâle, le nez s'exprime sur les fleurs et les fruits exotiques",,,,,"Parfait avec des brochettes de poissons avec une marinade au citron vert, vos plateaux de fruits de mer ou un dos de cabillaud",,,75,cL,Blanc,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chateau_du_cros_bx_sauvignon-1496749269.jpg,,,,,2016,,Chateau du Cros ,France,,9.4,EUR,Catherine Boyer,,Bordeaux,0,,https://www.lesgrappes.com/chateau-du-cros-chateau-du-cros-blanc-2016,https://www.lesgrappes.com/vins,,CHATEAU DU CROS,
3027,3027,Apéritif Dessert Foie gras Fromage Fruit de mer ,0,Graves,,0,0,"Sauvignon Blanc 60%, Sémillon 40%",,0, La bouche est fraîche avec une belle longueur,, Le nez mêle agrumes et fleurs blanches,La robe est jaune avec des reflets verts,,,,,"Parfait à l'apéritif, avec des huîtres ou en fin de repas",,,75,cL,Blanc,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/a/mayne_cros_sec_ok-1496749724.jpg,,,,,2014,,Mayne du Cros,France,,16.1,EUR,Catherine Boyer,,Bordeaux,0,,https://www.lesgrappes.com/chateau-du-cros-mayne-du-cros-blanc-2014,https://www.lesgrappes.com/vins,,CHATEAU DU CROS,
3028,3028,Apéritif Asiatique Dessert Foie gras Fromage Viande blanche Volaille ,0,Loupiac,,0,0,"85% Sémillon, 10% Sauvignon Blanc, 5% Muscadelle",,0, L'attaque en bouche est souple et fraîche,,"La robe est brillante, le nez est intense sur les agrumes et les fruits confits","La robe est brillante, le nez est intense sur les agrumes et les fruits confits",,,,,"Parfait en apéritif avec du foie gras et du Saumon fumé, des fromages à pâte persillée, un poulet braisé",,,75,cL,,16/10/2018 13:36,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chteau_du_cros__loupiac-1496751835.jpg,,,,,2013,,Chateau du Cros,France,10-11 ans,17.5,EUR,Catherine Boyer,,Bordeaux,0,,https://www.lesgrappes.com/chateau-du-cros-chateau-du-cros-liquoreux-2013,https://www.lesgrappes.com/vins,,CHATEAU DU CROS,
3029,3029,Viande rouge Volaille ,0,Côtes du Roussillon Les Aspres,,0,0,"50% Grenache noir, 30% Carignan, 20% Syrah",,0,,,,,,,,,,,,75,cL,Rouge,16/10/2018 13:36,15,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/d/o/domaine-lafage-cuvee-lea_1.jpg,,,,,2016,,Cuvée Léa,France,5 à 7 ans,21,EUR,Jean-Marc Lafage,,Roussillon,0,,https://www.lesgrappes.com/domaine-lafage-domaine-lafage-cuvee-lea-rouge-2016,https://www.lesgrappes.com/vins,,Domaine Lafage,Traditionnel - Agriculture Traditionnelle / Conventionnelle - Sans certification
3030,3030,Apéritif Asiatique Foie gras Fromage Fruit de mer Viande blanche ,0,,,0,0,100% Sémillon,,0,,,,,,,,,"A apprécier sur les charcuteries, foie gras, sauce blanche. Pour être original, à servir avec des huîtres",,,75,cL,,16/10/2018 13:36,12,,,,0,,,,https://s1.lesgrappes.com/media/catalog/product/i/m/img_3472_burned-1498816107.png,,,,,2015,,l'Aure de Garonne,France,10-15 ans,12,EUR,Julien Mallié,,Bordeaux,0,,https://www.lesgrappes.com/chateau-mallie-chante-loiseau-laure-de-garonne-liquoreux-2015,https://www.lesgrappes.com/vins,,Château Mallié Chante l'Oiseau,
3031,3031,Dessert Fruit de mer Poisson ,0,Champagne,,0,0,"Chardonnay 65%, Pinot noir 15%, Pinot meunier 15%",,0,"Un nez délicat sur les arômes de framboises, de fraises et une bouche gourmande et élégante",,"Un nez délicat sur les arômes de framboises, de fraises et une bouche gourmande et élégante",,,,,,"Parfait sur un carpaccio de saumon à l'aneth, et pour accompagner vos desserts a base de fruits rouges, de chocolat",,,75,cL,,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/o/ros-1490962758.jpg,,,,,,,Rosé brut,France,,32,EUR,Hélène Beaugrand,,Champagne,9.5,Pétillant,https://www.lesgrappes.com/champagne-beaugrand-rose-brut-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Beaugrand,
3032,3032,Fromage Viande blanche Viande rouge Volaille ,0,Saint-Emilion grand cru,,0,0,Merlot 85% - Cabernet Franc 15%,,0," Sa bouche ronde, longue, soyeuse, ponctuée par une finale harmonieuse, possède tout le potentiel de garde d’un Grand Saint-Emilion",,,,,,,,Une belle pièce de boeuf ou un magret de canard seront sublimés par ce 2015,,,75,cL,Rouge,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/i/vieux_larmandebd-1491065167.png,,,,,2015,,Château Vieux Larmande,France,,21,EUR,ROMAIN MAGNAUDEIX,,Bordeaux,0,,https://www.lesgrappes.com/vignobles-magnaudeix-chateau-vieux-larmande-rouge-2015,https://www.lesgrappes.com/vins,,Vignobles Magnaudeix,
3033,3033,Apéritif Dessert ,0,Champagne,,0,0,100% Pinot Noir,,0," Elles transportent des arômes croquants de fruits rouges (fraises et framboises dominent) et une fraîcheur qui fait saliver En bouche, enfin, on trouve la vivacité escomptée, mais aussi des notes épicées, et une finale remarquablement longue et vineuse pour un champagne",,,"Le Champagne est d’un rose bien soutenu, que de jolies et délicates bulles viennent faire frissonner",,,,,"Ce Champagne accompagnera merveilleusement bien vos desserts sucrés, tarte aux fruits rouges, une galette des rois",,,75,cL,,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/o/ros_de_saigne-1512642241.png,,,,,,,Rosé de saignée,France,7 ans,30,EUR,Thomas Barbichon,,Champagne,12,Pétillant,https://www.lesgrappes.com/champagne-barbichon-rose-de-saignee-petillant,https://www.lesgrappes.com/vins,,Champagne Barbichon,"Biodynamie - Cerfié Demeter, Bio - Certifié AB, Bio - Certifié Ecocert"
3034,3034,Apéritif Fromage Fruit de mer Poisson Viande blanche ,0,Champagne,,0,0,100% Pinot Meunier,,0,"Nez aux arômes de poire, de pommes au four et de pâtisserie Sa bouche, toute aussi originale et parfumée, révèle des notes délicates de fruits blancs, de fleurs blanches et de fleur d’oranger",,"Nez aux arômes de poire, de pommes au four et de pâtisserie Sa bouche, toute aussi originale et parfumée, révèle des notes délicates de fruits blancs, de fleurs blanches et de fleur d’oranger"," Une cuvée d’une belle fraîcheur, à la couleur or pâle, et à la bulle fine et persistante",,,,,,,,75,cL,,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/e/demielune1e1454871827459-1512727115.jpg,,,,,,,La Demi-Lune 100% Pinot Meunier sans soufre,France,5 ans,45,EUR,Bruno Michel,,Champagne,12,Pétillant,https://www.lesgrappes.com/champagne-bruno-michel-la-demi-lune-100-pinot-meunier-sans-soufre-petillant-non-millesime,https://www.lesgrappes.com/vins,,Champagne Bruno Michel ,Non Certifié ou En Conversion
3035,3035,Apéritif Fruit de mer Poisson Viande blanche ,0,Côtes de Provence,,0,0,"Grenache90 %,Cinsault10 %",,0,"Une très belle robe rose pâle éclatante, avec un nez expressif de fruits exotiques, d'ananas, de litchi et de zeste d'orange mêlé à des arômes épicés, de poivre, et mentholé",,"Une très belle robe rose pâle éclatante, avec un nez expressif de fruits exotiques, d'ananas, de litchi et de zeste d'orange mêlé à des arômes épicés, de poivre, et mentholé","Une très belle robe rose pâle éclatante, avec un nez expressif de fruits exotiques, d'ananas, de litchi et de zeste d'orange mêlé à des arômes épicés, de poivre, et mentholé",,,,,"Parfait avec un wok de poulet, des brochettes de dinde au duo de marinade ou un tian de légume grillé",,,75,cL,Rosé,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/s/dsc02244-1532428487.jpg,,,,,2017,,Le Clos ,France,,28,EUR,Guy  Sauron,,Provence,0,,https://www.lesgrappes.com/domaine-siouvette-le-clos-rose-2017,https://www.lesgrappes.com/vins,,Domaine Siouvette,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3036,3036,Apéritif Fruit de mer Poisson Viande blanche Viande rouge ,0,Côtes de Provence,,0,0,"Cinsault40 %, Grenache60%",,0," Le bouquet s'ouvre sur les arômes de fruits mûrs, de framboise et de fruits jaunes L'attaque en bouche est équilibrée avec une finale gourmande",,,La robe est rose brillant,,,,,"Parfait sur un filet de rouget avec une compotée de fenouil, un mille-feuilles d'agneau, une salade de poupe ou une tarte à la courgette verte",,,75,cL,Rosé,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/s/dsc02247-1532428972.jpg,,,,,2017,,Cuvée Marcel Galfard ,France,,16,EUR,Guy  Sauron,,Provence,9.5,,https://www.lesgrappes.com/domaine-siouvette-cuvee-marcel-galfard-rose-2017,https://www.lesgrappes.com/vins,,Domaine Siouvette,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3037,3037,Gibier Viande blanche Viande rouge ,0,Languedoc,,0,0,"60% syrah, 30% mourvèdre, 10% grenache",,0,,,,,,,,,"Parfait avec des mets gourmands, naturellement parfumés et des viandes grillées",,,75,cL,Rouge,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/o/portalisrouge-1527602534.png,,,,,2016,,H. Portalis Rouge,France,5 ans,11.2,EUR,Roland d'Allaines,,Languedoc,0,,https://www.lesgrappes.com/abbaye-de-valmagne-h-portalis-rouge-rouge-2016,https://www.lesgrappes.com/vins,,Abbaye de Valmagne ,Non Certifié ou En Conversion
3038,3038,Asiatique Fruit de mer Poisson Viande blanche ,0,Languedoc,,0,0,"60% roussanne, 30% marsanne, 10% viognier",,0," En bouche, ampleur de poire de pêche d'abricot et de miel",,,,,,,,"Idéal sur des fruits de mer, poissons grillés, viandes blanches, fromages de chèvres et mets exotiques",,,75,cL,Blanc,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/o/portalisblanc-1527602421.png,,,,,2017,,H. Portalis Blanc,France,,11.2,EUR,Roland d'Allaines,,Languedoc,0,,https://www.lesgrappes.com/abbaye-de-valmagne-h-portalis-blanc-blanc-2017,https://www.lesgrappes.com/vins,,Abbaye de Valmagne ,Non Certifié ou En Conversion
3039,3039,Apéritif Dessert Viande blanche Viande rouge Volaille ,0,Pays d'Oc,,0,0,Syrah-Viognier,,0,,,,Robe rouge profonde aux éclats brillants,,,,,"Peux être servie à l’apéritif et pour les desserts, parfait avec des viandes rouges et blanches grillées",,,75,cL,Rouge,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/t/r/tresor-1501840530.png,,,,,2017,,Trésor,France,,10,EUR,Nicolas Vellas,,Languedoc,17,,https://www.lesgrappes.com/vignobles-vellas-tresor-rouge-2017,https://www.lesgrappes.com/vins,,Vignobles Vellas,Bio - Certifié AB
3040,3040,Gibier Viande rouge Volaille ,0,Luberon,,0,0,"35% Grenache blanc, 40% Vermentino, 15% Roussane, 10% Viognier",,0,,," Le nez frais est sur les fruits à chair blanche et exotiques, puis la brioche",La robe couleur Or vert,,,,,"Idéal pour accompagner des mets tels que le poisson, les fruits de mer, du fromage comme par exemple un chèvre du Lubéron. Mais aussi idéal pour un apéritif entre amis",,,75,cL,Blanc,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/m/a/maslaurisluberonblanc2017-1488376423.jpg,,,,,2017,,L'Inopiné,France,,16,EUR,Le Tellier Aurélien ,,Vallée du Rhône,11,,https://www.lesgrappes.com/maslauris-linopine-blanc-2017,https://www.lesgrappes.com/vins,,MasLauris,Non Certifié ou En Conversion
3041,3041,Apéritif Fruit de mer ,0,Champagne premier cru,,0,0,"45% Pinot Meunier, 30% Pinot Noir, 25% Chardonnay 5 ans de cave",,0,,,,,,,,,Avec des verrines de poisson,,,75,cL,Blanc,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/a/lacuveecollector_test_2-1510151342.jpg,,,,,,,Champagne Lacour Cuvée Collector,France,,29,EUR,Eric LACOUR,,Champagne,0,,https://www.lesgrappes.com/eric-lacour-champagne-lacour-cuvee-collector-blanc-non-millesime,https://www.lesgrappes.com/vins,,Eric LACOUR,
3042,3042,Apéritif Viande blanche Viande rouge Volaille ,0,Minervois,,0,0,"Syrah 50%, Grenache 30%, Carignan 10%, Terret Noir 10%",,0, L'attaque en bouche est franche avec un bel équilibre et des tanins sucrés,,"La robe est rouge grenat avec des reflets violacés, le nez est intense et les fruits noirs dominent accompagnés de petite notes d'épices","La robe est rouge grenat avec des reflets violacés, le nez est intense et les fruits noirs dominent accompagnés de petite notes d'épices",,,,,"Parfait sur un magret de canard, une daube de veau, un filet mignon aux pruneaux ou un osso-buco",,,75,cL,Rouge,16/10/2018 13:36,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/o/domaineruizfamilleaocminervoisrouge2014-1489136843.jpg,,,,,2014,,Familie,France,7 à 8 ans,14,EUR,Frédérique RUIZ,,Languedoc,0,,https://www.lesgrappes.com/domaine-ruiz-familie-rouge-2014,https://www.lesgrappes.com/vins,,DOMAINE RUIZ,Non Certifié ou En Conversion
3043,3043,Apéritif Viande blanche Viande rouge Volaille ,0,Saumur,,0,0,100 % Cabernet Franc,,0,,,,Robe rose saumonée,,,,,"Parfait à l'apéritif, il accompagnera parfaitement vos grillades",,,75,cL,Rosé,16/10/2018 13:36,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/k/j/kjhgvgb-1527670040.png,,,,,2016,,AOP SAUMUR ROSE,France,,7.8,EUR,DAMIEN ROBERT,,Loire,7,,https://www.lesgrappes.com/domaine-du-grand-clos-aop-saumur-rose-rose-2016,https://www.lesgrappes.com/vins,,Domaine Du Grand Clos,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3044,3044,Apéritif Poisson Viande blanche ,0,Côtes de Provence,,0,0,100% Rolle,,0,,,,,,,,,Parfait sur un poisson ou une viande blanche,,,75,cL,Blanc,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/r/prestige_blanc_ste_roseline-1530197021.png,,,,,2016,,Roseline prestige blanc,France,2 ans,9.2,EUR,SAS ROSELINE DIFFUSION CHATEAU SAINTE ROSELINE,,Provence,0,,https://www.lesgrappes.com/chateau-sainte-roseline-roseline-prestige-blanc-blanc-2016,https://www.lesgrappes.com/vins,,Château Sainte Roseline,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3045,3045,Viande blanche Viande rouge Volaille ,0,Côtes de Provence,,0,0,"Syrah 50 %, Carignan 30 %, Cabernet Sauvignon 20 %",,0," Le nez, intense s'ouvre sur les arômes de fruits de bois accompagnés de notes de chocolat L'attaque en bouche est vive avec une grande capacité de garde",," Le nez, intense s'ouvre sur les arômes de fruits de bois accompagnés de notes de chocolat",La robe est rouge pourpre avec des reflets grenats,,,,,"Parfait avec un carré d'agneau, une daube provençale, du chevreuil ou encore du sanglier. Se marie à merveille avec une cuisine provençale",,,75,cL,Rouge,16/10/2018 13:36,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/a/lampe_rouge_ss_mil-1488383708.png,,,,,2014,,Lampe de meduse rouge,France,10 ans,16.85,EUR,SAS ROSELINE DIFFUSION CHATEAU SAINTE ROSELINE,,Provence,17,,https://www.lesgrappes.com/chateau-sainte-roseline-lampe-de-meduse-rouge-rouge-2014,https://www.lesgrappes.com/vins,,Château Sainte Roseline,
3046,3046,Dessert Fromage Viande blanche Viande rouge ,0,Côtes de Provence,,0,0,"Syrah 70%, Cabernet Sauvignon 30%",,0,"La robe est noir, les arômes de réglisse, de cannelle, de chocolat et de fruit rouge s'ouvrent au nez L'attaque en bouche est puissante et confère une longue garde",,"La robe est noir, les arômes de réglisse, de cannelle, de chocolat et de fruit rouge s'ouvrent au nez","La robe est noir, les arômes de réglisse, de cannelle, de chocolat et de fruit rouge s'ouvrent au nez",,,,,"Parfait avec un rôti de bœuf au four, un pavé de bœuf aux épices, une bavette sauce citron poivre vert, avec un plateau de fromage ou avec un fondant au chocolat",,,75,cL,Rouge,16/10/2018 13:36,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/t/gtgg-1488386252.jpg,,,,,2012,,Prieure rouge,France,15 ans,20.15,EUR,SAS ROSELINE DIFFUSION CHATEAU SAINTE ROSELINE,,Provence,0,,https://www.lesgrappes.com/chateau-sainte-roseline-prieure-rouge-rouge-2012,https://www.lesgrappes.com/vins,,Château Sainte Roseline,
3047,3047,Apéritif Fruit de mer Poisson ,0,Côtes de Provence,,0,0,"Tibouren 35 %, Syrah 30% Grenache 20%, Mourvèdre 15 %",,0, La bouche est équilibrée entre rondeur et acidité,,"La robe est rose pâle, L'olfaction est intense sur des notes épicées et florales","La robe est rose pâle, L'olfaction est intense sur des notes épicées et florales",,,,,"Parfait avec des noix de saint jacques, un pavé de saumon, ou avec une cuisine japonaise",,,75,cL,Rosé,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/u/cuve_chateau_ros_ss_mill_fabre-1488386987.jpg,,,,,2016,,Château Sainte Roseline rosé,France,5 ans,16.9,EUR,SAS ROSELINE DIFFUSION CHATEAU SAINTE ROSELINE,,Provence,13,,https://www.lesgrappes.com/chateau-sainte-roseline-chateau-sainte-roseline-rose-rose-2016,https://www.lesgrappes.com/vins,,Château Sainte Roseline,
3048,3048,Asiatique Viande blanche Volaille ,0,Côtes de Provence,,0,0,Mourvèdre 85 % - Syrah 15 %,,0, Une bouche acide et concentrée sur des arômes de fruits exotiques et d'agrumes,, Un nez complexe de pamplemousse et fruits exotiques,"Une robe rose clair, limpide et brillante",,,,,"Parfait avec des cuisines asiatiques et orientales, ainsi que les poissons de roches ou viandes blanches",,,75,cL,Rosé,16/10/2018 13:36,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chapelle_rose-1488387010.png,,,,,2016,,La Chapelle Sainte Roseline rosé,France,3 ans,22.9,EUR,SAS ROSELINE DIFFUSION CHATEAU SAINTE ROSELINE,,Provence,0,,https://www.lesgrappes.com/chateau-sainte-roseline-la-chapelle-sainte-roseline-rose-rose-2016,https://www.lesgrappes.com/vins,,Château Sainte Roseline,
